"","pscale","up_std","low_std"
"R1",6.08776429013703,6.24943941322268,6.08378559994961
"R2",12.983192711382,18.4365563650883,12.3829077434606
"R3",14.3489291319989,24.431604628423,13.5883541411224
"R4",21.4656024677266,31.6962878832599,20.4028215986695
"R5",27.2815808913267,37.6680086668398,26.2261293123512
"R6",28.8073290460858,43.4712903343039,27.6438290516883
"R7",41.376410760596,57.0736769419519,39.9187712220086
"R8",53.3196867363213,69.5839324262491,51.8705677680055
"R9",54.6351646048843,71.7101394025371,53.3154851204602
"R10",55.9854387840831,76.7732642785395,54.6968630984615
